Facility_Name,Address,Suite_Number,Address_2,City,ZIP_Code,County,Phone_Number,Website,Clinic_ID,Longitude,Latitude,x,y
RITE AID STORE #04288,3773 PETERS MOUNTAIN RD.,,,HALIFAX,17032,Dauphin,,https://www.riteaid.com/pharmacy/covid-qualifier,11283,-76.926297,40.454864,-8563396.21065213,4932263.720619734
RITE AID STORE #04293,5 FRIENDLY DRIVE,,PO BOX 157,DUNCANNON,17020,Perry,,https://www.riteaid.com/pharmacy/covid-qualifier,11276,-77.0346783,40.3971746,-8575461.16177964,4923827.586983783
RITE AID STORE #04415,14 FIFTH STREET,,,WILLIAMSPORT,17701,Lycoming,,https://www.riteaid.com/pharmacy/covid-qualifier,11286,-77.00414,41.243712,-8572061.653773949,5048355.860670717
RITE AID STORE #04616,208 EAST CENTRAL AVENUE,,,TITUSVILLE,16354,Crawford,,https://www.riteaid.com/pharmacy/covid-qualifier,11108,-79.671219,41.627186,-8868959.52995938,5105296.281368339
RITE AID STORE #04682,100 WILLIAM MARKS DRIVE,,,MUNHALL,15120,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,11110,-79.903445,40.409943,-8894810.81002834,4925694.133844019
RITE AID STORE #04840,1000 NORTH CHURCH STREET,,,HAZLETON,18201,Luzerne,,https://www.riteaid.com/pharmacy/covid-qualifier,11285,-75.978136,40.973192,-8457847.410942087,5008388.293743261
RITE AID STORE #06712,100 Forbes Avenue,Ste. 100,,Pittsburgh,15222,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,19618,-80.003547,40.440941,-8905954.11369573,4930227.046419333
RITE AID STORE #06738,1201 Blair Street,,,Hollidaysburg,16648,Blair,,https://www.riteaid.com/pharmacy/covid-qualifier,19619,-78.383039,40.430351,-8725559.988309303,4928678.210133567
RITE AID STORE #06739,1365 Logan Avenue,,,Tyrone,16686,Blair,,https://www.riteaid.com/pharmacy/covid-qualifier,19620,-78.237942,40.675326,-8709407.864153672,4964569.6320126485
RITE AID STORE #06740,3106 E PLEASANT VALLEY BLVD,,,Altoona,16601,Blair,,https://www.riteaid.com/pharmacy/covid-qualifier,19636,-78.321569,40.596627,-8718717.17921024,4953025.071634415
RITE AID STORE #06741,1600 9TH AVE,STE 35,,Altoona,16602,Blair,,https://www.riteaid.com/pharmacy/covid-qualifier,19637,-78.402375,40.510296,-8727712.461983282,4940376.572490189
RITE AID STORE #06778,27 N 7th Street,Ste. 100,,Allentown,18101,Lehigh,,https://www.riteaid.com/pharmacy/covid-qualifier,19621,-75.471914,40.602971,-8401495.035673734,4953955.1854425175
RITE AID STORE #07781,20480 ROUTE 19,,,CRANBERRY TWP,16066,Butler,,https://www.riteaid.com/pharmacy/covid-qualifier,11115,-80.104354,40.698759,-8917175.897604128,4968009.711556689
RITE AID STORE #07850,620 E ALLEGHENY AVENUE,,,EMPORIUM,15834,Cameron,,https://www.riteaid.com/pharmacy/covid-qualifier,11118,-78.223636,41.509001,-8707815.327518383,5087711.587367459
RITE AID STORE #07853,901 S SAINT MARYS STREET,,,SAINT MARYS,15857,Elk,,https://www.riteaid.com/pharmacy/covid-qualifier,11116,-78.56053,41.408409,-8745318.196049692,5072769.821493546
RITE AID STORE #10888,2302 SHEFFIELD ROAD,,,ALIQUIPPA,15001,Beaver,,https://www.riteaid.com/pharmacy/covid-qualifier,11168,-80.281188,40.606584,-8936860.968439065,4954484.938199129
RITE AID STORE #10890,1505 7TH AVENUE,,,BEAVER FALLS,15010,Beaver,,https://www.riteaid.com/pharmacy/covid-qualifier,11162,-80.319517,40.756037,-8941127.73320168,4976423.501168782
RITE AID STORE #10894,1021 FIRST AVENUE,,,CONWAY,15027,Beaver,,https://www.riteaid.com/pharmacy/covid-qualifier,11165,-80.23872,40.660066,-8932133.452304056,4962330.039078729
RITE AID STORE #10899,3200 OREGON DRIVE,,,LOWER BURRELL,15068,Westmoreland,,https://www.riteaid.com/pharmacy/covid-qualifier,11175,-79.701497,40.584561,-8872330.061501622,4951256.280928397
RITE AID STORE #10900,700 STEVENSON BLVD.,,,NEW KENSINGTON,15068,Westmoreland,,https://www.riteaid.com/pharmacy/covid-qualifier,11196,-79.754864,40.564172,-8878270.848766785,4948268.121976017
RITE AID STORE #10901,351 BRIGHTON AVENUE,,,ROCHESTER,15074,Beaver,,https://www.riteaid.com/pharmacy/covid-qualifier,11195,-80.287067,40.702593,-8937515.415725438,4968572.676771235
RITE AID STORE #10904,4960 WILLIAM FLYNN HWY STE 10,,,ALLISON PARK,15101,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,11181,-79.947083,40.602254,-8899668.56996758,4953850.059391216
RITE AID STORE #10907,2100 WASHINGTON PIKE,,,CARNEGIE,15106,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,11174,-80.091038,40.387663,-8915693.567264723,4922437.365049006
RITE AID STORE #10908,5990 UNIVERSITY BLVD STE30,,,MOON TOWNSHIP,15108,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,11176,-80.217714,40.520301,-8929795.075080452,4941841.586765523
RITE AID STORE #10909,1710 MOUNT ROYAL BLVD.,,,GLENSHAW,15116,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,11179,-79.962791,40.525812,-8901417.176528959,4942648.646038025
RITE AID STORE #10914,1700 PINE HOLLOW ROAD,,,Mc Kees Rocks,15136,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,11173,-80.097396,40.475512,-8916401.336587187,4935284.913586507
RITE AID STORE #10917,4111 WILLIAM PENN HWY.,,,MONROEVILLE,15146,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,11180,-79.768465,40.438863,-8879784.905161066,4929923.110108072
RITE AID STORE #10919,4534 BROADWAY BLVD.,,,MONROEVILLE,15146,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,11182,-79.76606,40.390261,-8879517.181785706,4922817.071006781
RITE AID STORE #10934,2336 ARDMORE BOULEVARD,,,PITTSBURGH,15221,Allegheny,1-412-273-3487,https://www.riteaid.com/pharmacy/covid-qualifier,11131,-79.848272,40.416559,-8888668.979762804,4926661.432213339
RITE AID STORE #10935,331 PENN AVENUE,,,WILKINSBURG,15221,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,11155,-79.890772,40.445762,-8893400.05812152,4930932.220696846
RITE AID STORE #10939,4411 HOWLEY STREET,,,PITTSBURGH,15224,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,11124,-79.952217,40.464581,-8900240.08423331,4933685.385830297
RITE AID STORE #10941,PITTSBURGH INTL AIRPORT,,PO BOX 12298,Pittsburgh,15231,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,19640,-80.2324813,40.4925467,-8931438.963396844,4937778.111916247
RITE AID STORE #10954,1125 FREEPORT ROAD,,,PITTSBURGH,15238,Allegheny,,https://www.riteaid.com/pharmacy/covid-qualifier,11202,-79.882172,40.487714,-8892442.710500695,4937070.733752917
RITE AID STORE #10975,201 WEST MAHONING STREET,,,PUNXSUTAWNEY,15767,Jefferson,,https://www.riteaid.com/pharmacy/covid-qualifier,11339,-78.972331,40.943148,-8791159.673677854,5003959.6199131375
RITE AID STORE #10976,431 COMMONS DRIVE,,,DUBOIS,15801,Clearfield,,https://www.riteaid.com/pharmacy/covid-qualifier,11340,-78.735112,41.127876,-8764752.575391363,5031221.681051158
RITE AID STORE #10983,200 GREATER BUTLER MART,,,BUTLER,16001,Butler,,https://www.riteaid.com/pharmacy/covid-qualifier,11151,-79.91772,40.843362,-8896399.895759417,4989264.975886708
RITE AID STORE #10984,178 POINT PLAZA,,,BUTLER,16001,Butler,,https://www.riteaid.com/pharmacy/covid-qualifier,11145,-79.930091,40.868939,-8897777.02918002,4993029.3738039145
RITE AID STORE #10987,100 SEVEN FIELDS BLVD,,,SEVEN FIELDS,16046,Butler,,https://www.riteaid.com/pharmacy/covid-qualifier,11159,-80.056697,40.688209,-8911870.744631391,4966460.770012278
RITE AID STORE #10988,129 GRAND AVE,,,MARS,16046,Butler,,https://www.riteaid.com/pharmacy/covid-qualifier,11149,-80.010307,40.696684,-8906706.633453492,4967705.042539811
RITE AID STORE #10990,31 NORTH JEFFERSON STREET,,,NEW CASTLE,16101,Lawrence,,https://www.riteaid.com/pharmacy/covid-qualifier,11187,-80.347295,41.000448,-8944219.966016935,5012407.743969819
RITE AID STORE #10991,1730 WILMINGTON ROAD,,,NEW CASTLE,16105,Lawrence,,https://www.riteaid.com/pharmacy/covid-qualifier,11186,-80.35425,41.018617,-8944994.193075404,5015088.055030832
RITE AID STORE #10994,135 SOUTH MARKET STREET,,,NEW WILMINGTON,16142,Lawrence,,https://www.riteaid.com/pharmacy/covid-qualifier,11184,-80.333017,41.121823,-8942630.54632739,5030327.168418329
RITE AID STORE #10995,1851 EAST STATE STREET,,,HERMITAGE,16148,Mercer,,https://www.riteaid.com/pharmacy/covid-qualifier,11183,-80.475948,41.233359,-8958541.552465962,5046823.2356307395
RITE AID STORE #10998,165 BUTLER ROAD,,,KITTANNING,16201,Armstrong,,https://www.riteaid.com/pharmacy/covid-qualifier,11332,-79.526502,40.805653,-8852849.707210252,4983717.650772387
RITE AID STORE #10999,100 SOUTH THIRD STREET,,P.O. BOX 276,CONNEAUT LAKE,16316,Crawford,,https://www.riteaid.com/pharmacy/covid-qualifier,11127,-80.304286,41.602848,-8939432.226037407,5101672.409435743
RITE AID STORE #11002,1020 LIBERTY STREET,,,FRANKLIN,16323,Venango,,https://www.riteaid.com/pharmacy/covid-qualifier,11128,-79.825612,41.393742,-8886146.480101429,5070593.143839496
RITE AID STORE #11011,600 CHESTNUT AVENUE,,,ALTOONA,16601,Blair,,https://www.riteaid.com/pharmacy/covid-qualifier,11333,-78.396767,40.520011,-8727088.182278913,4941799.119506958
RITE AID STORE #11015,821 EAST BISHOP STREET,,,BELLEFONTE,16823,Centre,,https://www.riteaid.com/pharmacy/covid-qualifier,11358,-77.763356,40.913776,-8656577.192296054,4999631.950241446
RITE AID STORE #11016,24 EAST AVENUE,,,WELLSBORO,16901,Tioga,,https://www.riteaid.com/pharmacy/covid-qualifier,11359,-77.296265,41.74844,-8604580.860021934,5123371.144325527
RITE AID STORE #11036,1913 EAST 3RD STREET,,,WILLIAMSPORT,17701,Lycoming,,https://www.riteaid.com/pharmacy/covid-qualifier,11308,-76.963071,41.248665,-8567489.87360656,5049089.1728333235
RITE AID STORE #11038,2411 COLUMBIA BLVD,,,BLOOMSBURG,17815,Columbia,,https://www.riteaid.com/pharmacy/covid-qualifier,11306,-76.413434,41.011354,-8506304.562645417,5014016.520527686
RITE AID STORE #11040,2269 SCHOENERSVILLE ROAD,,,BETHLEHEM,18017,Northampton,,https://www.riteaid.com/pharmacy/covid-qualifier,11320,-75.401141,40.641092,-8393616.621351821,4959546.085329793
RITE AID STORE #11045,601 SOUTH 25TH STREET,,,EASTON,18045,Northampton,,https://www.riteaid.com/pharmacy/covid-qualifier,11326,-75.247798,40.681156,-8376546.55667511,4965425.391636374
RITE AID STORE #11058,241 NORTH FIRST STREET,,,LEHIGHTON,18235,Carbon,,https://www.riteaid.com/pharmacy/covid-qualifier,11363,-75.708902,40.836197,-8427876.41915785,4988210.698687006
RITE AID STORE #11059,1241 BLAKESLEE BLVD. DR. S#2,,,LEHIGHTON,18235,Carbon,,https://www.riteaid.com/pharmacy/covid-qualifier,11364,-75.6981333,40.8327944,-8426677.652957346,4987710.070958111
RITE AID STORE #11060,205 CENTER STREET,,,TAMAQUA,18252,Schuylkill,,https://www.riteaid.com/pharmacy/covid-qualifier,11365,-75.968182,40.794977,-8456739.33673073,4982147.690018996
RITE AID STORE #11062,3382 ROUTE 940,,,MOUNT POCONO,18344,Monroe,,https://www.riteaid.com/pharmacy/covid-qualifier,11366,-75.361602,41.12596,-8389215.160005348,5030938.525553098
RITE AID STORE #11073,400 WEST SECOND STREET,,,BERWICK,18603,Columbia,,https://www.riteaid.com/pharmacy/covid-qualifier,11407,-76.239317,41.05271,-8486921.946866965,5020119.4883351065
RITE AID STORE #11076,420 TIOGA WEST PLZ STE 110,,,TUNKHANNOCK,18657,Wyoming,,https://www.riteaid.com/pharmacy/covid-qualifier,11399,-75.961376,41.54249,-8455981.696276393,5092691.136181957
RITE AID STORE #11082,801 GROW AVENUE,,,MONTROSE,18801,Susquehanna,,https://www.riteaid.com/pharmacy/covid-qualifier,11406,-75.86338,41.837666,-8445072.831456615,5136693.5301727
RITE AID STORE #11084,148 ENNIS LANE,,,TOWANDA,18848,Bradford,,https://www.riteaid.com/pharmacy/covid-qualifier,11404,-76.422551,41.767241,-8507319.46244298,5126176.79106731
RITE AID STORE #11169,23 NORTH ELM STREET,,,KUTZTOWN,19530,Berks,,https://www.riteaid.com/pharmacy/covid-qualifier,11385,-75.768194,40.527534,-8434476.774405964,4942900.838209119
Redners Pharmacy 21,191 Manheim Road,,,Schuylkill Haven,17972,Schuylkill,484-248-5873,,45294,-76.161689,40.644358,-8478280.437435664,4960025.231681572
Redners Pharmacy 46,22 Forest Drive,,,Hegins,17938,Schuylkill,484-248-5873,,45295,-76.516331,40.64987,-8517759.004289573,4960833.936021898
Roadway Pharmacy,6858 Route 711,3,,Seward,15954,Westmoreland,814-446-5536,https://www.roadwaypharmacy.com,1054,-79.022936,40.405864,-8796792.996509446,4925097.807281848
Robert Packer Hospital,Guthrie Square,,,Sayre,18840,Bradford,570-887-7150,https://www.guthrie.org/safety-hospitals-and-clinics/scheduling-covid-19-vaccine-appointment,7415,-76.5369197,41.982191,-8520050.92788967,5158312.115409451
RxXpress Pharmacy,111 Mill Street,,Grove City,Grove City,16127,Mercer,724-458-8420,https://www.rxxpress.com/,37492,-80.089173,41.16148,-8915485.956414394,5036189.183262648
SLUHHN-Allentown,1736 HAMILTON BLVD,,Inpatient Pharmacy - 2nd Floor,Allentown,18104,Lehigh,1-866-785-8537,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,13353,-75.5371705,40.6050762,-8408759.356024686,4954263.854948088
SLUHHN-Bethlehem,801 OSTRUM STREET,,Attn: Inpatient Pharmacy,Bethlehem (Part-Northampton),18015,Northampton,1-866-785-8537,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,13354,-75.392627,40.608689,-8392668.84720721,4954793.595064991
SLUHHN-Miners,360 W. Ruddle St,,,Coaldale,18218,Schuylkill,1-866-785-8537,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,13355,-75.914299,40.821487,-8450741.108608317,4986046.58711941
SLUHHN-Sacred Heart Campus,421 Chew St,,,Allentown,18102,Lehigh,1-866-785-8537,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,13009,-75.468091,40.608047,-8401069.461260432,4954699.457356266
SLUHN-Anderson Campus Hospital,1872 St Luke Blvd,,Lower Level Pharmacy West Wing,Easton,18045,Northampton,1-866-785-8537,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,18905,-75.267688,40.687393,-8378760.701346988,4966340.975841269
SLUHN-Monroe,100 St. Lukes Lane,,,Stroudsburg,18360,Monroe,1-866-785-8537,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,16098,-75.261735,40.998044,-8378098.016418296,5012053.158574847
SLUHN-Upper Bucks Campus,3000 St. Luke,,,Quakertown,18951,Bucks,866-785-8537,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,1104,-75.3428951,40.4540889,-8387132.717423026,4932150.326911399
STATE COLLEGE DIALYSIS,500 SCIENCE PARK RD,2,,State College,16803,Centre,866-544-6741,https://www.davita.com/locations/pa/state-college/500-science-park-rd--5110,1774,-77.89755,40.779846,-8671515.600043567,4979923.030986533
Saltsburg Pharmacy,237 WASHINGTON ST,,,Saltsburg,15681,Indiana,724-639-9022,,1164,-79.451406,40.486443,-8844490.058729641,4936884.701770563
Saxonburg Drug,115 Pittsburgh Street,,,Saxonburg,16056,Butler,724-352-3600,https://www.saxonburgdrugrx.com/,1126,-79.814071,40.750074,-8884861.741858182,4975547.23491779
Scranton Primary Health Care Center Inc,959 Wyoming Avenue,,,Scranton,18509,Lackawanna,570-344-9684,https://scrantonprimary.org/,133,-75.655167,41.417856,-8421894.666320076,5074172.077574636
Sharon Pharmacy,63 Pitt Street,102,,Sharon,16146,Mercer,724-347-7000,https://walbergfamilypharmacies.com/sharonpharmacy,1412,-80.507928,41.233798,-8962101.549781531,5046888.218859615
Sharon Regional Medical Center,PHARMACY DEPARTMENT,,740  E STATE STREET,Sharon,16146,Mercer,724-983-7252,https://www.sharonregionalmedical.org/,13351,-80.498898,41.232902,-8961096.334779669,5046755.588405055
Sharon Regional Medical Center,PHARMACY DEPARTMENT,,740  E STATE STREET,Sharon,16146,Mercer,724-983-7252,Social media/home page. Please contact Mktg Director rochelle.penman@steward.org,13351,-80.498898,41.232902,-8961096.334779669,5046755.588405055
Shickshinny Health Center,26 North Main Street,,,Shickshinny,18655,Luzerne,570-704-4230,,21016,-76.149654,41.153996,-8476940.707363969,5035082.642619727
ShopRite 414,921 Drinker Turnpike,24,,Covington Twp,18444,Lackawanna,,https://vaccines.shoprite.com/,16858,-75.514343,41.310335,-8406218.210348602,5058224.331511882
ShopRite 416,3430 Route 940,Suite 102,,Mount Pocono,18344,Monroe,,https://vaccines.shoprite.com/,16859,-75.35358,41.122478,-8388322.155050202,5030423.960369001
ShopRite 422,107 Kinsley Drive,,,Brodheadsville,18322,Monroe,,https://vaccines.shoprite.com/,16852,-75.422151,40.920224,-8395955.44385339,5000581.833609119
ShopRite 449,4701 Freemansburg Ave,,,Easton,18045,Northampton,,https://vaccines.shoprite.com/,16173,-75.292329,40.650855,-8381503.724919624,4960978.459344066
Spartan Pharmacy,3526 BROWNSVILLE ROAD,,,Pittsburgh,15227,Allegheny,412-884-4400,https://spartanpharmacy.com/immunization/,1001,-79.975657,40.374133,-8902849.413097505,4920460.149255723
Spartan Pharmacy Clairton Blvd,3520 Clairton Blvd,,,Pittsburgh,15227,Allegheny,1-412-440-5888,http://www.spartanpharmacy.com/,1343,-79.982148,40.372921,-8903571.987912243,4920283.052184201
Squirrel Hill Health Center,4516 Browns Hill Road,,,Pittsburgh,15217,Allegheny,412-697-7933,https://squirrelhillhealthcenter.org/covid-19-vaccines/,290,-79.925759,40.41681,-8897294.793145902,4926698.13177196
St Clair Hospital,St. Clair Hospital,Pharmacy,1000 Bower Hill Rd,Pittsburgh,15243,Allegheny,412-942-4000,https://forms.stclair.org/vacreq/,13008,-80.067034,40.376822,-8913021.454207722,4920853.076491947
St Marys Pharmacy,4 Railroad Street,,,Saint Marys,15857,Elk,814-971-1070,https://WWW.SMPRX.COM/VACCINES,18263,-78.560794,41.427735,-8745347.584395261,5075638.675332115
St. Lukes University Health Network-Lehigh,GNADEN HUETTEN HOSPITAL PHARMACY DEP,,211 North 12th Street,Lehighton,18235,Carbon,1-866-785-8537,https://www.slhn.org/covid-19/protect-yourself/covid-19-vaccine,17754,-75.726712,40.832541,-8429859.01928888,4987672.789006443
State College Family Medicine,2188 Sandy Dr,A,,State College,16803,Centre,814-278-1977,http://statecollegefamilymedicine.com/index.html,41895,-77.901511,40.782158,-8671956.5365466,4980262.923610613
Superior Care Pharmacy Incorporated,518 Burke Bypass,,,Olyphant,18447,Lackawanna,570-383-6700,,1118,-75.596149,41.470887,-8415324.812612437,5082047.470648013
Susquehanna Community Health and Dental Cente,471 Hepburn Street,,,Williamsport,17701,Lycoming,570-567-5400,https://www.rivervalleyhealthanddental.org,21363,-77.007053,41.24184,-8572385.927450629,5048078.7177914465
Susquehanna Valley Med Specialties P.C.,6850 Lows Road,,,Bloomsburg,17815,Columbia,570-784-7300,http://www.svmedspec.com/,9015,-76.351007,41.031886,-8499355.220793664,5017045.979810496
Synergy Grandview Pharmacy Inc.,173 Point Township Drive,,,Northumberland,17857,Northumberland,570-473-7506,,1640,-76.781622,40.89982,-8547291.06332161,4997576.347424837
THMG Vaccine Clinic - Muhlenberg,1000 Tuckerton Court,,,Reading,19605,Berks,484-628-4001,https://towerhealth.org/covid-19-information-center/covid-19-vaccine,17818,-75.948258,40.401299,-8454521.407196166,4924430.473140313
The Hometown Pharmacy-Beaver,4969 Tuscarawas Road,,,Beaver,15009,Beaver,330-318-3926,https://www.thehometownpharmacies.com,962,-80.405892,40.705987,-8950742.954218948,4969071.061646924
The Hometown Pharmacy-Center,3589 Broadhead Road,,,Monaca,15061,Beaver,330-318-3926,https://www.thehometownpharmacies.com,961,-80.316444,40.658902,-8940785.648406472,4962159.228776543
The Hometown Pharmacy-Grove City,49 Pine Grove Sq,,,Grove City,16127,Mercer,330-318-3926,https://www.thehometownpharmacies.com,945,-80.111402,41.167202,-8917960.477375237,5037035.290090411
The Hometown Pharmacy-Harmony,3 Northgate Pl,2,Route 19 N,Harmony,16037,Butler,330-318-3926,https://www.thehometownpharmacies.com,946,-80.1238345,40.8549101,-8919344.456944525,4990964.434021901
The Hometown Pharmacy-New Castle,20 E Lawrence St,,,New Castle,16101,Lawrence,330-318-3926,https://www.thehometownpharmacies.com,944,-80.346445,40.997909,-8944125.344449762,5012033.246716954
The Hometown Pharmacy-New Castle 2,2016 W. State Street,,,New Castle,16101,Lawrence,330-318-3926,https://www.thehometownpharmacies.com,963,-80.379149,41.007067,-8947765.937076664,5013384.100622859
The Medicine Shoppe 0838,20 Bailey Avenue,100,,Pittsburgh,15211,Allegheny,412-481-2400,https://mtwashington.medicineshoppe.com/,1319,-80.00449,40.426915,-8906059.087975549,4928175.731711937
The Medicine Shoppe-Dallas,26 Dallas Shopping Center,,,Dallas,18612,Luzerne,570-674-5577,,657,-75.9527036,41.3320985,-8455016.289124437,5061450.21471192
The Wright Center for Community Health,103 Spruce Street,,,Hawley (Part-Wayne),18428,Pike,570-230-0019,,19259,-75.182106,41.482243,-8369233.756685917,5083734.735896029
The Wright Center-Childrens Service Center,335 South Franklin Street,,,Wilkes Barre,18702,Luzerne,570-230-0019,,15760,-75.892954,41.241497,-8448364.994077334,5048027.938733421
The Wright Center-Clarks Summit,1145 Northern Boulevard,,,Clarks Summit,18411,Lackawanna,570-230-0019,https://thewrightcenter.org/covid-19/,9179,-75.696292,41.488351,-8426472.68037895,5084642.379858769
The Wright Center-Kingston Clinic,2 Sharpe St,,,Kingston,18704,Luzerne,570-230-0019,,18681,-75.888534,41.269736,-8447872.961928029,5052209.443130477
The Wright Center-Mid Valley,5 South Washington Avenue,,,Jermyn,18433,Lackawanna,570-230-0019,https://thewrightcenter.org/covid-19/,9180,-75.547617,41.516305,-8409922.255085258,5088797.414538909
The Wright Ctr for Com Hlth Scranton Practice,501 S Washington Avenue,1000,,Scranton,18505,Lackawanna,570-230-0019,,18806,-75.670596,41.401561,-8423612.214743525,5071753.472867676
Tops Pharmacy 601,1702 E. 38th Street,,,Erie,16510,Erie,,https://www.topsmarkets.com/Covid19vaccinations,17304,-80.030027,42.115846,-8908901.853811935,5178348.439983896
Tops Pharmacy 602,1520 W 26th Street,,,Erie,16508,Erie,,https://www.topsmarkets.com/Covid19vaccinations,17305,-80.104509,42.100594,-8917193.1521252,5176059.868128507
Towne Drugs,227 Commercial Ave,,,ASPINWALL,15215,Allegheny,412-782-2244,https://www.townedrugsrx.com/,1402,-79.904291,40.490298,-8894904.986317553,4937448.955978456
Tyrone Hospital,187 Hospital Drive,,,Tyrone,16686,Blair,814-503-4735,,14768,-78.251829,40.674907,-8710953.757922318,4964508.131759205
UPMC Jameson,1211 Wilmington Avenue,,Pharmacy Dept,New Castle,16105,Lawrence,1-844-876-2822,https://vaccine.upmc.com/,11707,-80.35119,41.013408,-8944653.555433575,5014319.541986508
UPMC Susquehanna-Williamsport,700 High Street,,,Williamsport,17701,Lycoming,1-844-876-2822,https://vaccine.upmc.com/,1087,-77.014411,41.24554,-8573205.016263885,5048626.497169579
UPMC Wellsboro,32-36 Central Ave,,UMC Wellsboro Pharmacy,Wellsboro,16901,Tioga,1-844-876-2822,https://vaccine.upmc.com/,1093,-77.299405,41.74539,-8604930.403223023,5122916.07459082
UPMC-Altoona,620 HOWARD AVENUE,,,ALTOONA,16601,Blair,1-844-876-2822,https://vaccine.upmc.com/,10821,-78.398234,40.521206,-8727251.487971907,4941974.11508124
UPMC-East,2775 Mosside Blvd.,,,Monroeville,15146,Allegheny,1-844-876-2822,https://vaccine.upmc.com/,7995,-79.758506,40.436955,-8878676.274352254,4929644.046926692
UPMC-Hamot,201 State St,,,Erie,16507,Erie,1-844-876-2822,https://vaccine.upmc.com/,7994,-80.087751,42.133373,-8915327.660098486,5180979.057207028
UPMC-MAGEE WOMENS HOSPITAL,300 Halket Street,,,Pittsburgh,15213,Allegheny,1-844-876-2822,https://vaccine.upmc.com/,7629,-79.95927,40.436751,-8901025.220601875,4929614.210451404
UPMC-Mercy Hospital of Pittsburgh,1400 Locust Street,2030,,Pittsburgh,15219,Allegheny,1-844-876-2822,https://vaccine.upmc.com/,7618,-79.986291,40.436802,-8904033.1845626,4929621.669561738
UPMC-Northwest,100 Fairfield Drive,,,Seneca,16346,Venango,1-844-876-2822,https://vaccine.upmc.com/,7620,-79.70786,41.36008,-8873038.387421539,5065599.341628145
UPMC-Presbyterian,G119 Presbyterian,,200 Lothrop Street,Pittsburgh,15213,Allegheny,1-844-876-2822,https://vaccine.upmc.com/,7623,-79.960728,40.441886,-8901187.524419453,4930365.268879403
UPMC-Shadyside,5230 Centre Avenue,,,Pittsburgh,15232,Allegheny,1-844-876-2822,https://vaccine.upmc.com/,7624,-79.940481,40.455272,-8898933.638689362,4932323.409744117
UPMC-St Margaret Hospital,815 Freeport   Road,,,Pittsburgh,15215,Allegheny,1-844-876-2822,https://vaccine.upmc.com/,7625,-79.896,40.487535,-8893982.036419386,4937044.533913621
UPMC-Western Psych Institute and Clinic,3811 O'Hara Street,E922,,Pittsburgh,15213,Allegheny,1-844-876-2822,https://vaccine.upmc.com/,7626,-79.959923,40.443272,-8901097.912229363,4930567.998669074
VDI - Professional Pharmacy of Pennsburg Inc,931 Main St,,,Pennsburg,18073,Montgomery,215-679-9700,https://www.professionalrx.net/covid-19.php,786,-75.490221,40.387991,-8403532.961591687,4922485.302483686
VDI-Blairsville Pharmacy,135 E Market St.,100,,Blairsville,15717,Indiana,724-459-7400,https://mainlinepharmacy.com/covid-vaccine-scheduling/,975,-79.262009,40.431024,-8823406.481131868,4928776.632225716
VDI-Blandon Pharmacy,104 Anna Ave,6,,Blandon,19510,Berks,610-944-8899,,1110,-75.868337,40.443175,-8445624.642172476,4930553.810373157
VDI-Boalsburg Apothecary,3901 S Atherton St,1,,State College,16801,Centre,814-466-7936,,18177,-77.802183,40.781378,-8660899.394165086,4980148.252631289
VDI-Crestwood Pharmacy,10 S Mountain Blvd,,,Mountain Top,18707,Luzerne,,https://www.crestwoodpharmacypa.com,18185,-75.886098,41.161736,-8447601.787648456,5036227.036166306
VDI-DePietros Pharmacy,617 3rd Street,,,Dunmore,18512,Lackawanna,,,18186,-75.634014,41.415651,-8419539.925131325,5073844.762340076
VDI-Dubois Drug and Wellness,700 S Brady Street,,,Du Bois,15801,Clearfield,814-371-5827,https://www.duboisdrug.com,18709,-78.771154,41.109506,-8768764.752478534,5028507.216268331
VDI-Duncansville Pharmacy Inc,1328 Third Ave,,PO Box 126,Duncansville,16635,Blair,814-695-8065,http://duncansvillepharmacy.com/,18295,-78.435533,40.422866,-8731403.593659006,4927583.641512826
VDI-Gaughns Drug Store,348 Pennsylvania Ave W,,,Warren,16365,Warren,814-723-2840,,18192,-79.149414,41.845058,-8810872.463065999,5137798.066554959
VDI-Mainline Pharmacy Ebensburg,3720 New Germany Road,,,Ebensburg,15931,Cambria,814-472-9390,https://mainlinepharmacy.com/covid-vaccine-scheduling/,978,-78.735645,40.480893,-8764811.908679957,4936072.408268071
